         1497223 function calls (1446598 primitive calls) in 64.245 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/base_subprocess.py:273(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/pathlib/_local.py:462(PurePosixPath)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/dotenv/parser.py:28(Original)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/lib/_index_tricks_impl.py:321(__init__)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/lib/_index_tricks_impl.py:643(ndindex)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/sounddevice.py:1480(OutputStream)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/urllib3/_collections.py:156(HTTPHeaderDictItemView)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/urllib3/response.py:228(BytesQueueBuffer)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/importlib/abc.py:52(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic_core/core_schema.py:3011(ModelFieldsSchema)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/errors.py:77(PydanticErrorMixin)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/types.py:2276(PastDatetime)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic_core/core_schema.py:3680(UrlSchema)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_decorators.py:51(FieldValidatorDecoratorInfo)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_transports/default.py:279(AsyncHTTPTransport)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/v1/schema.py:1157(SkipField)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/anyio/_core/_exceptions.py:26(BrokenWorkerIntepreter)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/anyio/_core/_synchronization.py:26(CapacityLimiterStatistics)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/distro/distro.py:61(VersionDict)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/beta/chat/chat.py:18(AsyncChat)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/chat/completions/completions.py:2228(AsyncCompletionsWithStreamingResponse)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/vector_stores/file_list_params.py:10(FileListParams)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/fine_tuning/job_list_events_params.py:10(JobListEventsParams)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/fine_tuning/fine_tuning.py:78(AsyncFineTuningWithRawResponse)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/fine_tuning/fine_tuning.py:87(FineTuningWithStreamingResponse)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_module_client.py:27(AudioProxy)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/bleak/__init__.py:253(ExtraArgs)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/touch_manager.py:526(MockAnalogIn)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/plistlib.py:456(InvalidFileException)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/concurrent/futures/_base.py:96(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/_core/arrayprint.py:959(FloatingFormat)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/queue.py:281(PriorityQueue)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/urllib3/exceptions.py:275(InvalidChunkLength)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/urllib3/exceptions.py:57(ProxyError)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/urllib3/exceptions.py:253(IncompleteRead)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/urllib3/response.py:189(MultiDecoder)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/http/cookiejar.py:1776(FileCookieJar)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/charset_normalizer/models.py:316(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/importlib/metadata/_collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/requests/exceptions.py:12(RequestException)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/http/cookiejar.py:841(CookiePolicy)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/urllib/request.py:1345(HTTPHandler)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/urllib/request.py:1564(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/importlib/resources/readers.py:35(ZipReader)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/typing_extensions.py:1486(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic_core/core_schema.py:1081(DatetimeSchema)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/types.py:2257(NaiveDatetime)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/types.py:2295(FutureDatetime)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic_core/core_schema.py:3746(MultiHostUrlSchema)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_internal_dataclass.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/json_schema.py:2582(SkipJsonSchema)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_mock_val_ser.py:71(MockValSer)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_models.py:1243(_CookieCompatRequest)
        6    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_model_construction.py:759(unpack_lenient_weakvaluedict)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:2411(_CommonField)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_std_types_schema.py:161(DequeValidator)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_qs.py:138(Options)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/file_list_params.py:10(FileListParams)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/threads/run_create_params.py:198(AdditionalMessage)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/lib/streaming/_assistants.py:424(AssistantStreamManager)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/lib/streaming/_assistants.py:856(AsyncAssistantStreamManager)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/beta/threads/runs/runs.py:2935(RunsWithStreamingResponse)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/realtime/conversation_item_param.py:13(ConversationItemParam)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/chat/chat.py:69(ChatWithRawResponse)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/fine_tuning/jobs/checkpoint_list_params.py:10(CheckpointListParams)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_module_client.py:15(BetaProxy)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_module_client.py:21(FilesProxy)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/h11/_events.py:175(InformationalResponse)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_models.py:316(Request)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/http/client.py:924(_get_hostport)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/src/config.py:39(IntentConfig)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/ctypes/__init__.py:157(py_object)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/zipfile/__init__.py:678(LZMACompressor)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/http/cookiejar.py:1859(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/calendar.py:609(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/importlib/resources/readers.py:19(FileReader)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/__init__.py:209(max_retries)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/warnings.py:49(PydanticDeprecatedSince20)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_decoders.py:56(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_transports/default.py:121(ResponseStream)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_discriminated_union.py:20(MissingDefinitionForUnionRef)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/vector_store_create_params.py:14(VectorStoreCreateParams)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_response.py:615(ResponseContextManager)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/distro/distro.py:67(InfoDict)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_synchronization.py:113(AsyncEvent)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_synchronization.py:280(Event)
        2    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/v1/class_validators.py:178(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/exceptions.py:109(AxisError)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/_core/arrayprint.py:1369(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/_core/arrayprint.py:1406(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/lib/introspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/_pytesttester.py:45(PytestTester)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/lib/_index_tricks_impl.py:593(ndenumerate)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/_typing/_nbit_base.py:6(NBitBase)
        3    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/urllib3/exceptions.py:29(PoolError)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/http/client.py:1504(IncompleteRead)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/urllib/parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/urllib/parse.py:838(_Quoter)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/importlib/metadata/__init__.py:662(Context)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/zipfile/__init__.py:2100(PyZipFile)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/urllib/response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/requests/__version__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/typing_extensions.py:856(inner)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic_core/core_schema.py:226(SimpleSerSchema)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/annotated_types/__init__.py:68(SupportsGt)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic_core/core_schema.py:1869(IncExDictSerSchema)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic_core/core_schema.py:3569(CustomErrorSchema)
        2    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_client.py:445(_build_auth)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_client.py:162(BoundAsyncStream)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_decoders.py:44(IdentityDecoder)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_model_construction.py:56(_ModelNamespaceDict)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/functional_validators.py:520(ModelWrapValidatorHandler)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/v1/errors.py:306(TupleLengthError)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/anyio/lowlevel.py:81(RunvarToken)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/anyio/_core/_exceptions.py:71(ClosedResourceError)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/anyio/_core/_synchronization.py:44(LockStatistics)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_exceptions.py:69(APIResponseValidationError)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_exceptions.py:79(APIStatusError)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/thread_create_params.py:130(ToolResourcesFileSearch)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/threads/message_list_params.py:10(MessageListParams)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/lib/streaming/chat/_completions.py:121(ChatCompletionStreamManager)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/image_create_variation_params.py:14(ImageCreateVariationParams)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_streaming.py:371(SSEBytesDecoder)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/vector_store_list_params.py:10(VectorStoreListParams)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/realtime/conversation_item_content_param.py:10(ConversationItemContentParam)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/beta/threads/runs/steps.py:360(StepsWithStreamingResponse)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/beta/realtime/realtime.py:562(RealtimeSessionResource)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/audio/speech.py:208(AsyncSpeechWithRawResponse)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/chat/chat.py:87(ChatWithStreamingResponse)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/chat/chat.py:96(AsyncChatWithStreamingResponse)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/chat/completions/message_list_params.py:10(MessageListParams)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/lib/_old_api.py:21(APIRemovedInV1)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_module_client.py:51(EmbeddingsProxy)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_backends/sync.py:120(SyncStream)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_async/http11.py:351(AsyncHTTP11UpgradeStream)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_synchronization.py:305(ShieldCancellation)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_backends/base.py:36(NetworkBackend)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_backends/base.py:59(AsyncNetworkStream)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_backends/mock.py:16(MockSSLObject)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_backends/mock.py:58(MockBackend)
        2    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/audio/audio.py:102(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method sys.exception}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/pathlib/_local.py:851(WindowsPath)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/_utils/_convertions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/ctypes/__init__.py:454(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/urllib3/response.py:71(ContentDecoder)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/importlib/abc.py:199(SourceLoader)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/calendar.py:630(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/encodings/idna.py:178(Codec)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic_core/core_schema.py:1476(ListSchema)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/types.py:383(AllowInfNan)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generics.py:77(DeepChainMap)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_transports/base.py:65(AsyncBaseTransport)
        2    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/v1/utils.py:639(__init__)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/anyio/_core/_typedattr.py:18(TypedAttributeSet)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_response.py:515(AsyncBinaryAPIResponse)
        1    0.000    0.000    0.000    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_response.py:639(AsyncResponseContextManager)
