         1497223 function calls (1446598 primitive calls) in 64.245 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       42    0.000    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/pathlib/_local.py:539(read_text)
        1    0.000    0.000    0.004    0.004 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/fine_tuning/fine_tuning_job.py:1(<module>)
       22    0.000    0.000    0.004    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_models.py:371(__init__)
       42    0.000    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/pathlib/_abc.py:628(read_text)
        1    0.000    0.000    0.004    0.004 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/daily/__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/socket.py:1(<module>)
      555    0.002    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/logging/__init__.py:2197(debug)
        1    0.000    0.000    0.004    0.004 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_base_client.py:1(<module>)
      477    0.003    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/functools.py:36(update_wrapper)
        1    0.000    0.000    0.004    0.004 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/beta/vector_stores/files.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/_typing/_char_codes.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/memory_manager.py:193(store_memories)
     3677    0.001    0.000    0.004    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_utils/_typing.py:38(is_required_type)
2107/1338    0.001    0.000    0.004    0.000 <frozen abc>:121(__subclasscheck__)
12822/12639    0.003    0.000    0.004    0.000 {method 'join' of 'str' objects}
     4717    0.004    0.000    0.004    0.000 {method '__enter__' of '_thread.lock' objects}
       38    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1326(exec_module)
      461    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.000    0.000    0.004    0.004 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/v1/class_validators.py:1(<module>)
       11    0.000    0.000    0.004    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_sync/http11.py:140(_send_request_headers)
        1    0.000    0.000    0.004    0.004 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/h11/_events.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_multipart.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/threads/runs/tool_call.py:1(<module>)
     3517    0.001    0.000    0.004    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_utils/_typing.py:20(is_annotated_type)
     1083    0.003    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/base_events.py:457(create_future)
        1    0.000    0.000    0.004    0.004 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/pagination.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_async/__init__.py:1(<module>)
        5    0.000    0.000    0.004    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_multipart.py:45(_guess_content_type)
        2    0.004    0.002    0.004    0.002 {built-in method _posixsubprocess.fork_exec}
     2902    0.001    0.000    0.004    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1665(__subclasscheck__)
        5    0.000    0.000    0.004    0.001 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/mimetypes.py:302(guess_type)
        1    0.000    0.000    0.004    0.004 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/v1/networks.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/requests/utils.py:1(<module>)
     6992    0.004    0.000    0.004    0.000 {method '__exit__' of '_thread.lock' objects}
       11    0.000    0.000    0.004    0.000 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/call_manager.py:844(cleanup)
        1    0.000    0.000    0.004    0.004 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/email/utils.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/vector_stores/__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:1(<module>)
      317    0.001    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/base_events.py:461(create_task)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/_core/shape_base.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/shared/__init__.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/zoneinfo/__init__.py:1(<module>)
       38    0.002    0.000    0.003    0.000 {built-in method _imp.exec_dynamic}
     1860    0.001    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/v1/typing.py:113(get_origin)
       11    0.000    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_core_utils.py:442(simplify_schema_references)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/memory_manager.py:78(_save_memories)
        9    0.000    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/audio_manager.py:473(play_audio)
     2318    0.001    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_typing_extra.py:273(is_finalvar)
2107/1338    0.003    0.000    0.003    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/threads/runs/tool_call_delta_object.py:1(<module>)
       31    0.000    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_migration.py:262(wrapper)
        1    0.000    0.000    0.003    0.003 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/mimetypes.py:385(init)
       52    0.000    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_urls.py:77(__init__)
        5    0.000    0.000    0.003    0.001 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/tempfile.py:114(_sanitize_params)
     1451    0.000    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_typing_extra.py:454(_type_convert)
      115    0.001    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/h11/_connection.py:260(_process_event)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/lib/streaming/chat/_events.py:1(<module>)
        2    0.003    0.001    0.003    0.002 {built-in method posix.read}
       72    0.001    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_models.py:144(__init__)
     1438    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:124(setdefault)
        5    0.000    0.000    0.003    0.001 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/tempfile.py:516(__exit__)
    29818    0.003    0.000    0.003    0.000 {method 'startswith' of 'str' objects}
        5    0.000    0.000    0.003    0.001 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/tempfile.py:313(gettempdir)
        4    0.000    0.000    0.003    0.001 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/memory_manager.py:248(get_memories_formatted)
        1    0.000    0.000    0.003    0.003 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/pathlib/__init__.py:1(<module>)
        2    0.000    0.000    0.003    0.002 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/subprocess.py:1175(communicate)
        9    0.000    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/src/services/activity_service.py:61(stop)
        5    0.000    0.000    0.003    0.001 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/tempfile.py:301(_gettempdir)
        1    0.000    0.000    0.003    0.003 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/tempfile.py:183(_get_default_tempdir)
    11102    0.002    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1437(__eq__)
     4410    0.002    0.000    0.003    0.000 {built-in method builtins.max}
       17    0.000    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/llm_intent_manager.py:269(stop)
       22    0.001    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:2994(__new__)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/h11/_readers.py:1(<module>)
      921    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1619(_get_spec)
      165    0.002    0.000    0.003    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/realtime/realtime_response.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/beta/threads/__init__.py:1(<module>)
     3181    0.001    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1358(__getattr__)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/threads/message_delta.py:1(<module>)
       30    0.001    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_urlparse.py:213(urlparse)
     1035    0.002    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1809(__hash__)
        1    0.000    0.000    0.003    0.003 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/mimetypes.py:219(read)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/threads/runs/tool_call_delta.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_config.py:1(<module>)
        5    0.000    0.000    0.003    0.001 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/memory_manager.py:69(_load_memories)
      265    0.000    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/_core/overrides.py:142(decorator)
     4025    0.001    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1122(_is_unpacked_typevartuple)
       20    0.000    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/urllib/request.py:289(__init__)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/moderation.py:1(<module>)
       11    0.000    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_sync/http11.py:152(_send_request_body)
     5481    0.003    0.000    0.003    0.000 {method 'append' of 'collections.deque' objects}
      7/4    0.000    0.000    0.003    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:1555(_tuple_schema)
      253    0.001    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/h11/_readers.py:64(_decode_header_lines)
        1    0.001    0.001    0.003    0.003 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/mimetypes.py:230(readfp)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/src/services/wakeword_service.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_urls.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:1(<module>)
      464    0.002    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_models.py:284(__getitem__)
        4    0.000    0.000    0.003    0.001 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/memory_manager.py:216(get_memories)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/requests/packages.py:1(<module>)
        6    0.003    0.000    0.003    0.000 {built-in method posix.unlink}
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/_typing/_array_like.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/json/__init__.py:1(<module>)
     1438    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:372(release)
       73    0.000    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpcore/_backends/sync.py:130(write)
       28    0.001    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/h11/_headers.py:150(normalize_and_validate)
      336    0.001    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py:251(__set_name__)
    99/72    0.000    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/wave.py:167(read)
      594    0.002    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_compiler.py:241(_optimize_charset)
     2875    0.003    0.000    0.003    0.000 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/call_manager.py:32(can_receive_audio)
       10    0.000    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/tempfile.py:446(cleanup)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/chat/__init__.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/_core/_internal.py:1(<module>)
    23855    0.003    0.000    0.003    0.000 {method 'pop' of 'dict' objects}
     1769    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:137(_path_split)
     2228    0.002    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:2554(get_args)
      552    0.001    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:379(_remove_dups_flatten)
        1    0.000    0.000    0.003    0.003 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/events.py:1(<module>)
        9    0.000    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/wave.py:360(readframes)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/v1/validators.py:1(<module>)
     6763    0.002    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1765(__eq__)
       37    0.001    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/collections/__init__.py:358(namedtuple)
     9303    0.002    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_parser.py:167(__getitem__)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/chat/parsed_chat_completion.py:1(<module>)
       20    0.001    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py:1749(convert_class)
     9107    0.002    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_parser.py:260(get)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/anyio/lowlevel.py:1(<module>)
     1438    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
     1509    0.001    0.000    0.003    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/contextlib.py:145(__exit__)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/chat/chat_completion_message_param.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /Users/ash/develop/phoenix/phoenix-vapi/src/services/intent_service.py:1(<module>)
      916    0.003    0.000    0.003    0.000 {method '__exit__' of '_io._IOBase' objects}
       23    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:2975(_make_nmtuple)
        1    0.000    0.000    0.002    0.002 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/subprocess.py:1(<module>)
        2    0.000    0.000    0.002    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_client.py:500(__init__)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/completion.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/threads/message_content_delta.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/wakeword_manager.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_urlparse.py:1(<module>)
     1397    0.001    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/logging/__init__.py:197(_is_internal_frame)
      977    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:420(__exit__)
        1    0.000    0.000    0.002    0.002 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/staggered.py:1(<module>)
      104    0.002    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:176(get_annotations)
       44    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/_legacy_response.py:352(to_raw_response_wrapper)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/threads/message_content.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/chat/chat_completion_chunk.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/v1/main.py:1(<module>)
       43    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/src/managers/call_manager.py:206(wrapper)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_decorators.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/httpx/_types.py:1(<module>)
      600    0.001    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_namespace_utils.py:236(types_namespace)
      697    0.001    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/h11/_util.py:84(validate)
       13    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py:894(_convert_)
        2    0.000    0.000    0.002    0.001 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/ctypes/__init__.py:343(__init__)
        1    0.000    0.000    0.002    0.002 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/ctypes/__init__.py:470(LoadLibrary)
     4075    0.002    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_model_construction.py:259(__getattr__)
      6/5    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:2130(new_handler)
      521    0.001    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py:353(__setitem__)
       66    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/ssl.py:1225(send)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/realtime/session.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_validators.py:1(<module>)
    13123    0.002    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_typing_extra.py:44(_is_typing_name)
      148    0.000    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:1985(_get_prepare_pydantic_annotations_for_known_type)
        1    0.000    0.000    0.002    0.002 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/email/header.py:1(<module>)
    11050    0.001    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1096(__eq__)
  554/236    0.001    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pydantic/_internal/_repr.py:91(display_as_type)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/pyaudio/__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/numpy/lib/npyio.py:1(<module>)
     1553    0.001    0.000    0.002    0.000 {built-in method builtins.any}
        2    0.000    0.000    0.002    0.001 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/images.py:544(__init__)
        5    0.000    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/json/__init__.py:274(load)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/realtime/response_create_event.py:1(<module>)
     1501    0.002    0.000    0.002    0.000 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/sounddevice.py:1925(__bool__)
      472    0.002    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/email/message.py:421(__setitem__)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/types/beta/assistant_tool.py:1(<module>)
     1540    0.001    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/threading.py:312(_release_save)
        1    0.000    0.000    0.002    0.002 /Users/ash/develop/phoenix/phoenix-vapi/.venv/lib/python3.13/site-packages/openai/resources/chat/chat.py:1(<module>)
       43    0.001    0.000    0.002    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/tasks.py:784(gather)
